College Name,Location,Rating,Reviews,NIRF Ranking,College URL,Course Title,Total Fees,Course Mode,Course Duration,Course Description,Eligibility Criteria,Selection Process,Entrance Exam,Total Seats
"Mysore University - University of Mysore, Mysore",N/A,4.2/5,22 Reviews,NIRF Ranking: 86,https://www.careers360.com/colleges/jss-college-of-arts-commerce-and-science-mysore/msc-chemistry-course,,,,,,,,,
"Jammu University - University of Jammu, Jammu",N/A,3.7/5,50 Reviews,NIRF Ranking: 87,https://www.careers360.com/colleges/model-institute-of-education-and-research-jammu/mca-course,,,,,,,,,
"KGMU Lucknow - King George's Medical University, Lucknow",N/A,4.6/5,19 Reviews,NIRF Ranking: 88,https://www.careers360.com/colleges/moti-lal-nehru-medical-college-allahabad/ms-general-surgery-course,,,,,,,,,
"Shoolini University Solan - Shoolini University of Biotechnology and Management Sciences, Solan",N/A,4.4/5,173 Reviews,NIRF Ranking: 89,https://www.careers360.com/university/shoolini-university-of-biotechnology-and-management-sciences-solan/msc-zoology-course,,,,,,,,,
"Christ University - Christ University, Bangalore",N/A,4.2/5,460 Reviews,NIRF Ranking: 90,https://www.careers360.com/university/christ-university-bangalore/mca-course,,,,,,,,,
"Bharath Institute of Higher Education and Research, Chennai",N/A,3.8/5,70 Reviews,NIRF Ranking: 91,https://www.careers360.com/university/bharath-institute-of-higher-education-and-research-chennai/mca-course,,,,,,,,,
NIT Silchar - National Institute of Technology Silchar,N/A,4.3/5,164 Reviews,NIRF Ranking: 92,https://www.careers360.com/university/national-institute-of-technology-silchar/mtech-communication-and-signal-processing-course,,,,,,,,,
NIT Durgapur - National Institute of Technology Durgapur,N/A,4.1/5,168 Reviews,NIRF Ranking: 93,https://www.careers360.com/university/national-institute-of-technology-durgapur/mtech-computer-science-and-engineering-course,,,,,,,,,
"Gujarat University - Gujarat University, Ahmedabad",N/A,3.8/5,20 Reviews,NIRF Ranking: 94,https://www.careers360.com/university/gujarat-university-ahmedabad/msc-chemistry-course,,,,,,,,,
"Shiv Nadar University, Greater Noida",N/A,4.6/5,100 Reviews,NIRF Ranking: 95,https://www.careers360.com/university/shiv-nadar-university-greater-noida/phd-chemical-engineering-course,,,,,,,,,
"Sri Ramachandra Institute of Higher Education and Research, Chennai",N/A,4.3/5,3 Reviews,NIRF Ranking: 96,https://www.careers360.com/university/sri-ramachandra-institute-of-higher-education-and-research-chennai/msc-clinical-nutrition-course,,,,,,,,,
"ANU Guntur - Acharya Nagarjuna University, Guntur",N/A,4.8/5,94 Reviews,NIRF Ranking: 97,https://www.careers360.com/colleges/medarametla-anjamma-mastan-rao-pg-college-guntur/mca-course,,,,,,,,,
"TISS Mumbai - Tata Institute of Social Sciences, Mumbai",N/A,4.7/5,82 Reviews,NIRF Ranking: 98,https://www.careers360.com/university/tata-institute-of-social-sciences-mumbai/phd-social-work-course,,,,,,,,,
AIIMS Patna - All India Institute of Medical Sciences Patna,N/A,4.8/5,2 Reviews,NIRF Ranking: 99,https://www.careers360.com/university/all-india-institute-of-medical-sciences-patna/ms-obstetrics-and-gynaecology-course,,,,,,,,,
"Periyar University - Periyar University, Salem",N/A,4.4/5,13 Reviews,NIRF Ranking: 100,https://www.careers360.com/colleges/vivekananda-college-of-arts-and-sciences-tiruchengode/mca-course,,,,,,,,,
"Ashoka University, Sonepat",N/A,4.5/5,2 Reviews,NIRF Ranking: 101-150,https://www.careers360.com/university/ashoka-university-sonepat/msc-biology-course,,,,,,,,,
"Banasthali Vidyapith, Banasthali",N/A,4.5/5,585 Reviews,NIRF Ranking: 101-150,https://www.careers360.com/university/banasthali-vidyapith-banasthali/mca-course,,,,,,,,,
"Bangalore University - Bangalore University, Bangalore",N/A,4.4/5,18 Reviews,NIRF Ranking: 101-150,https://www.careers360.com/colleges/presidency-college-bangalore/mca-course,,,,,,,,,
"BIT Mesra - Birla Institute of Technology, Mesra",N/A,4.2/5,215 Reviews,NIRF Ranking: 101-150,https://www.careers360.com/university/birla-institute-of-technology-mesra/mca-course,,,,,,,,,
"Central University of Punjab, Bathinda",N/A,4.6/5,37 Reviews,NIRF Ranking: 101-150,https://www.careers360.com/university/central-university-of-punjab-bathinda/msc-physics-course,,,,,,,,,
"Central University of Tamil Nadu, Thiruvarur",N/A,4.4/5,6 Reviews,NIRF Ranking: 101-150,https://www.careers360.com/university/central-university-of-tamil-nadu-thiruvarur/msc-geography-course,,,,,,,,,
"CCSHAU Hisar - Chaudhary Charan Singh Haryana Agricultural University, Hisar",N/A,4.4/5,18 Reviews,NIRF Ranking: 101-150,https://www.careers360.com/university/chaudhary-charan-singh-haryana-agricultural-university-hisar/msc-genetics-and-plant-breeding-course,,,,,,,,,
"Chettinad Academy of Research and Education, Kelambakkam",N/A,4.0/5,3 Reviews,NIRF Ranking: 101-150,https://www.careers360.com/colleges/chettinad-hospital-and-research-institute-kelambakkam/ms-general-surgery-course,,,,,,,,,
"Chitkara University - Chitkara University, Patiala",N/A,4.2/5,313 Reviews,NIRF Ranking: 101-150,https://www.careers360.com/colleges/chitkara-college-of-pharmacy-rajpura/mpharma-pharmaceutics-course,,,,,,,,,
