College Name,Location,Rating,Reviews,NIRF Ranking,College URL,Course Title,Total Fees,Course Mode,Course Duration,Course Description,Eligibility Criteria,Selection Process,Entrance Exam,Total Seats
"ACS Medical College and Hospital, Chennai",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/acs-medical-college-and-hospital-chennai/ms-obstetrics-and-gynaecology-course,"MS Obstetrics and Gynaecology at ACS Medical College and Hospital, Chennai Offline Course",N/A,Full time,36 Months,"Master of Surgery in Obstetrics and Gynaecology is three-year full-time postgraduate course, offered by Dr MGR Educational and Research Institute, Chennai and approved by NMC.",Candidates must possess recognised degree of MBBS (or its equivalent recognised degree).,Admissions in MD/MS course will be done through National Eligibility Cum Entrance Test (NEET-PG).,NEET PG,6
"ACSR Government Medical College, Nellore",N/A,5.0/5,1 Reviews,N/A,https://www.careers360.com/colleges/acsr-government-medical-college-nellore/ms-ophthalmology-course,"MS Ophthalmology at ACSR Government Medical College, Nellore Offline Course",N/A,Full time,36 Months,"Master of Surgery in Ophthalmology is three-year full-time postgraduate course, offered by Dr YSR University of Health Sciences, Vijayawada and approved by National Medical Commission (NMC).",Candidates must possess recognised degree of MBBS (or its equivalent recognised degree).,Admissions in MD/MS course will be done through National Eligibility Cum Entrance Test (NEET-PG).,NEET PG,3
"Adaikalamatha College, Thanjavur",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adaikalamatha-college-thanjavur/msc-electronics-course,"M.Sc Electronics at Adaikalamatha College, Thanjavur Offline Course",N/A,Full time,24 Months,"Master of Science (M.Sc) in Electronics is a full-time two-year postgraduate course offered by Bharathidasan University, Tiruchirappalli.","A candidate should have Any B.Sc Degree with Physics, Applied physics or electronics or as an ancillary subject, is eligible for admission to M.Sc. Electronics.",N/A,N/A,N/A
"Adaikalamatha Institute of Management, Thanjavur",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adaikalamatha-institute-of-management-thanjavur/phd-management-course,"Ph.D Management at Adaikalamatha Institute of Management, Thanjavur Offline Course",N/A,Full time,72 Months,"Doctor of Philosophy (Ph.D.) program in Management shall be for a minimum duration of three years, including course work, and a maximum of six years. Extension beyond the above limits will be governed by the relevant clauses as stipulated in the Statute/Ordinance of the individual Institution concerned, the course offered by Bharathidasan University, Tiruchirappalli.","Master’s Degree holders satisfying the criteria stipulated under Clause 2 above.Candidates who have cleared the M.Phil. course work with at least 55% marks in aggregate or its equivalent grade 'B' in the UGC 7-point scale (or an equivalent grade in a point scale wherever the grading system is followed) and completing the M.Phil. Degree shall be eligible to proceed to do research work leading to the Ph. D. Degree in the same Institution in an integrated program. A relaxation of 5% of marks, from 55% to 50%, or an equivalent relaxation of grade, may be allowed for those belonging to SC/ST/OBC(non-creamy layer)/differently-abled and other categories of candidates as per the decision of the Commission from time to time.A person whose M.Phil. dissertation has been evaluated and the viva voce is pending may be admitted to the Ph.D. program of the same Institution.Candidates possessing a Degree considered equivalent to M.Phil. Degree of an Indian Institution, from a  Foreign  Educational  Institution accredited by an Assessment and  Accreditation  Agency which is approved, recognized, or authorized by an authority, established or incorporated under a law in its home country or any other statutory authority in that country to assess, accredit or assuring quality and standards of educational institutions,  shall be eligible for admission to the Ph.D. program.",N/A,N/A,N/A
"Adamas Institute of Technology, North 24 Parganas",N/A,2.4/5,4 Reviews,N/A,https://www.careers360.com/colleges/adamas-institute-of-technology-north-24-parganas/mtech-electronics-and-communication-engineering-course,"M.Tech Electronics and Communication Engineering at Adamas Institute of Technology, North 24 Parganas Offline Course",General₹ 1.99 L,Full time,24 Months,N/A,The candidate should have passed B.E/B.Tech degree in relevant discipline from recognized university.,The admission will be as per university norms.,N/A,18
"Adamas University, Kolkata",N/A,4.1/5,62 Reviews,N/A,https://www.careers360.com/university/adamas-university-kolkata/mtech-biotechnology-course,"M.Tech Biotechnology at Adamas University, Kolkata Offline Course",N/A,Full time,24 Months,"Master of Technology (M.Tech) in Biotechnology is a two-year full-time postgraduate program offered by the Adamas University, Kolkata.",The candidate should be passed the Minimum 50% aggregate in 10 +2 or equivalent from any recognized board and a minimum of 55% marks or equivalent CGPA in B.Tech. in Biotechnology or 55% marks or equivalent CGPA in M.Sc. In Biotechnology/Microbiology/ Botany/ Zoology or allied subjects.,N/A,N/A,15
"Adani Institute of Infrastructure Engineering, Ahmedabad",N/A,4.6/5,3 Reviews,N/A,https://www.careers360.com/colleges/adani-institute-of-infrastructure-engineering-ahmedabad/mtech-construction-engineering-and-management-course,"M.Tech Construction Engineering and Management at Adani Institute of Infrastructure Engineering, Ahmedabad Offline Course",General₹ 4.03 L,Full time,24 Months,"Master of Technology (M.Tech) in Construction Engineering and Management is a two-year full-time postgraduate program offered by the Adani University, Ahmedabad.",Passed Bachelor’s Degree or equivalent in the relevant field. Obtained at least 50% marks (45% marks in case of candidates belonging to reserved category) in the qualifying Examination.,N/A,N/A,18
"Adarsa College of Pharmacy, East Godavari",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsa-college-of-pharmacy-east-godavari/mpharma-pharmaceutics-course,"M.Pharma Pharmaceutics at Adarsa College of Pharmacy, East Godavari Offline Course",N/A,Full time,24 Months,"Master of Pharmacy (M.Pharma) in Pharmaceutics is a two-year full-time program that is the postgraduate level in pharmacy education course offered by Shobhit University, Gangoh and approved by the Pharmacy Council of India (PCI).",The Candidate Passed Bachelor Degree in Pharmacy. Obtained at least 55% marks (50% marks in case of candidates belonging to reserved category) in the qualifying Examination.,N/A,N/A,N/A
"ACE Angul - Adarsha College of Engineering, Angul",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsha-college-of-engineering-angul/mtech-environmental-science-and-engineering-course,M.Tech Environmental Science and Engineering at ACE Angul Offline Course,N/A,Full time,24 Months,"Master of Technology (M.Tech) in Environmental Science and Engineering is a two-year full-time postgraduate program recognized by All India Council for Technical Education (AICTE) and offered by Biju Patnaik University of Technology, Rourkela.","To take admission to Master Degree/M.Tech/Post Graduate program, one should have passed or appeared in 2015 a bachelor’s Degree examination in the relevant field from any University of Odisha or an AICTE approved Institute or from a recognized University as defined by UGC.The candidate should have obtained at least 50% marks (for general category students) and 45% marks (for candidates belonging to the SC/ST category) at the qualifying examination.","If you have not qualified for GATE/GATE, in that case, you can be admitted only by qualifying Odisha JEE Post Graduate Aptitude Test (PGAT).",OJEE,24
"Adarsha College of Nursing, Bangalore",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsha-college-of-nursing-bangalore/msc-community-health-nursing-course,"M.Sc Community Health Nursing at Adarsha College of Nursing, Bangalore Offline Course",N/A,Full time,24 Months,"Master of Science (M.Sc) in Community Health Nursing is a two-year full-time program that is the postgraduate level in the nursing course offered by Rajiv Gandhi University of Health Sciences, Bangalore and approved by Indian Nursing Council (INC).",The candidate should be a Registered Nurse and Registered midwife or equivalent with any State Nursing Registration Council. The Minimum education requirements shall be the passing of: B.Sc. Nursing/B.Sc. Hons. Nursing/Post Basic B.Sc. Nursing with minimum of 55% aggregate marks.The candidate should have undergone in B.Sc. Nursing / B.Sc. Hons. Nursing / Post Basic B.Sc. Nursing.Minimum one year of work experience after Basic B.Sc. Nursing.Minimum one year of work experience prior or after Post Basic B.Sc. Nursing.,N/A,N/A,5
"Adarsha Comprehensive College of Education and Research, Pune",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsha-comprehensive-college-of-education-and-research-pune/phd-education-course,"Ph.D Education at Adarsha Comprehensive College of Education and Research, Pune Offline Course",N/A,Full time,72 Months,"Doctor of Philosophy (Ph.D.) in Education program shall be for a minimum duration of three years, including course work and a maximum of six years. Extension beyond the above limits will be governed by the relevant clauses as stipulated in the Statute/Ordinance of the individual Institution concerned offered by Savitribai Phule Pune University, Pune.","Master’s Degree holders satisfying the criteria stipulated under Clause 2 above.Candidates who have cleared the M.Phil. course work with at least 55% marks in aggregate or its equivalent grade 'B' in the UGC 7-point scale (or an equivalent grade in a point scale wherever the grading system is followed) and successfully completing the M.Phil. Degree shall be eligible to proceed to do research work leading to the Ph. D. Degree in the same Institution in an integrated program. A relaxation of 5% of marks, from 55% to 50%, or an equivalent relaxation of grade, may be allowed for those belonging to SC/ST/OBC(non-creamy layer)/differently-abled and other categories of candidates as per the decision of the Commission from time to time.A person whose M.Phil. dissertation has been evaluated and the viva voce is pending may be admitted to the Ph.D. program of the same Institution.Candidates possessing a Degree considered equivalent to M.Phil. Degree of an Indian Institution, from a  Foreign   Educational  Institution accredited by an Assessment and   Accreditation  Agency which is approved, recognized or authorized by an authority, established or incorporated under a law in its home country or any other statutory authority in that country for the purpose of assessing, accrediting or assuring quality and standards of educational institutions, shall be eligible for admission to the Ph.D. program.",N/A,N/A,N/A
"Adarsha Science Jairamdas Bhagchand Arts and Birla Commerce Mahavidyalaya, Amravati",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsha-science-jairamdas-bhagchand-arts-and-birla-commerce-mahavidyalaya-amravati/msc-electronics-course,"M.Sc Electronics at Adarsha Science Jairamdas Bhagchand Arts and Birla Commerce Mahavidyalaya, Amravati Offline Course",N/A,Full time,24 Months,"Master of Science (M.Sc) in Electronics is a full-time two-year postgraduate course offered by the Sant Gadge Baba Amravati University, Amravati.",A candidate who has passed a Bachelor's Degree in Science with Mathematics OR Any other Degree of a Statutory University.,N/A,N/A,40
"Adarsh Bhartiya College, Pathankot",N/A,4.0/5,1 Reviews,N/A,https://www.careers360.com/colleges/adarsh-bhartiya-college-pathankot/msc-computer-science-course,"M.Sc Computer Science at Adarsh Bhartiya College, Pathankot Offline Course",General₹ 78.92 K,Full time,24 Months,"Master of Science (M.Sc) in Computer Science is a full-time two-year postgraduate course offered by the Guru Nanak Dev University, Amritsar.",A candidate who has passed Bachelor's degree of 3 years duration (B.Sc. or equivalent) under 10+2+3 pattern with a minimum of 50% from any recognized university.,N/A,N/A,N/A
"Adarsh College of Arts and Commerce, Kulgaon",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsh-college-of-arts-and-commerce-kulgaon/phd-business-economics-course,"Ph.D Business Economics at Adarsh College of Arts and Commerce, Kulgaon Offline Course",N/A,Full time,72 Months,"Doctor of Philosophy(Ph.D.) program in Business Economics shall be for a minimum duration of three years, including course work and a maximum of six years. Extension beyond the above limits will be governed by the relevant clauses as stipulated in the Statute/Ordinance of the individual Institution concerned offered by University of Mumbai, Mumbai.","Master’s Degree holders satisfying the criteria stipulated under Clause 2 above.Candidates who have cleared the M.Phil. course work with at least 55% marks in aggregate or its equivalent grade 'B' in the UGC 7-point scale (or an equivalent grade in a point scale wherever the grading system is followed) and completing the M.Phil. Degree shall be eligible to proceed to do research work leading to the Ph. D. Degree in the same Institution in an integrated program. A relaxation of 5% of marks, from 55% to 50%, or an equivalent relaxation of grade, may be allowed for those belonging to SC/ST/OBC(non-creamy layer)/differently-abled and other categories of candidates as per the decision of the Commission from time to time.A person whose M.Phil. dissertation has been evaluated and the viva voce is pending may be admitted to the Ph.D. program of the same Institution.Candidates possessing a Degree considered equivalent to M.Phil. Degree of an Indian Institution, from a  Foreign  Educational  Institution accredited by an Assessment and  Accreditation  Agency which is approved, recognized, or authorized by an authority, established or incorporated under a law in its home country or any other statutory authority in that country to assess, accredit or assuring quality and standards of educational institutions,  shall be eligible for admission to the Ph.D. program.",N/A,N/A,10
"Adarsh College of Engineering, Kakinada",N/A,3.7/5,29 Reviews,N/A,https://www.careers360.com/colleges/adarsh-college-of-engineering-kakinada/mtech-thermal-engineering-course,"M.Tech Thermal Engineering at Adarsh College of Engineering, Kakinada Offline Course",N/A,Full time,24 Months,"Master of Technology (M.Tech) in Thermal Engineering is a two-year full-time postgraduate program recognized by the All India Council for Technical Education (AICTE) and offered by the Jawaharlal Nehru Technological University, Kakinada.",Passed Bachelor’s Degree or equivalent in the relevant field. Obtained at least 50% marks (45% marks in case of candidates belonging to reserved category) in the qualifying Examination.,N/A,AP PGECET,18
"Adarsh College of Nursing, Patiala",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsh-college-of-nursing-patiala/msc-community-health-nursing-course,"M.Sc Community Health Nursing at Adarsh College of Nursing, Patiala Offline Course",N/A,Full time,24 Months,"Master of Science (M.Sc) in Community Health Nursing is a two-year full-time program that is the postgraduate level in the nursing course offered by Baba Farid University of Health Sciences, Faridkot, and approved by the Indian Nursing Council (INC).",The candidate should be a Registered Nurse and Registered Midwife or equivalent with any State Nursing Registration Council. The minimum educational qualification shall be the passing of a B.Sc. Nursing / B.Sc. (Hons.)Nursing / Post Basic B.Sc. Nursing with a minimum of 55% aggregate marks from an institution that is recognized by the Indian Nursing Council. Minimum one year of work experience after B.Sc. Nursing.Minimum one year of work experience before or after Post Basic B.Sc. Nursing. Candidates shall be medically fit.,N/A,N/A,5
"VITA Sangli - Adarsh College of Pharmacy, Vita",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsh-college-of-pharmacy-vita/mpharma-pharmacology-course,M.Pharma Pharmacology at VITA Sangli Offline Course,N/A,Full time,24 Months,"Master of Pharmacy (M.Pharma) in Pharmacology is a two-year full-time program that is the postgraduate level in the pharmacy education course offered by Shivaji University, Kolhapur and approved by the Pharmacy Council of India (PCI).",Passed Bachelor Degree in Pharmacy. Obtained at least 55% marks (50% marks in case of candidates belonging to reserved category) in the qualifying Examination.,N/A,N/A,15
"Adarsh Degree and PG College, Mahabubnagar",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsh-degree-and-pg-college-mahabubnagar/msc-organic-chemistry-course,"M.Sc Organic Chemistry at Adarsh Degree and PG College, Mahabubnagar Offline Course",N/A,Full time,24 Months,"Master of Science (M.Sc) in Organic Chemistry is a full-time two-year postgraduate course offered by the Palamuru University, Mahboobnagar.",A candidate who has passed a Bachelor's degree of 3 years duration (B.Sc. or equivalent) under 10+2+3 pattern from any recognized university.,N/A,N/A,30
"Adarsh Devkali Baba Smarak Mahavidyalaya, Azamgarh",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsh-devkali-baba-smarak-mahavidyalaya-azamgarh/msc-chemistry-self-finance-course,"M.Sc Chemistry Self Finance at Adarsh Devkali Baba Smarak Mahavidyalaya, Azamgarh Offline Course",N/A,Full time,24 Months,"Master of Science (M.Sc) in Chemistry Self Finance is a full-time two-year postgraduate course offered by the Veer Bahadur Singh Purvanchal University, Jaunpur.",A candidate who has passed Bachelor degree of 3 years duration (B.Sc. or equivalent) under 10+2+3 pattern from any recognized university.,N/A,N/A,N/A
"Adarsh Education Society's Arts Commerce and Science College, Hingoli",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsh-education-societys-arts-commerce-and-science-college-hingoli/msc-botany-course,"M.Sc Botany at Adarsh Education Society's Arts Commerce and Science College, Hingoli Offline Course",N/A,Full time,24 Months,"Master of Science (M.Sc) in Botany is a full-time two-year postgraduate course offered by the Swami Ramanand Teerth Marathwada University, Nanded.",The candidate should have passed in B.Sc. With Computer Science /B.C.A./B.C.S shall be eligible for the course.,N/A,N/A,N/A
"Adarsh Institute of Management and Science, Dhamnod",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsh-institute-of-management-and-science-dhamnod/msc-zoology-course,"M.Sc Zoology at Adarsh Institute of Management and Science, Dhamnod Offline Course",N/A,Full time,24 Months,"Master of Science (M.Sc) in Zoology is a full-time two-year postgraduate course offered by the Devi Ahilya Vishwavidyalaya, Indore.",A candidate who has passed a Bachelor degree of 3 years duration (B.Sc. or equivalent) under 10+2+3 pattern from any recognized university.,N/A,N/A,N/A
"Adarsh Krishna Post Graduation College, Shikohabad",N/A,4.0/5,3 Reviews,N/A,https://www.careers360.com/colleges/adarsh-krishna-post-graduation-college-shikohabad/phd-commerce-course,"Ph.D Commerce at Adarsh Krishna Post Graduation College, Shikohabad Offline Course",N/A,Full time,72 Months,"Doctor of Philosophy (Ph.D.) in Commerce shall be for a minimum duration of three years, including coursework and a maximum of six years. Extension beyond the above limits will be governed by the relevant clauses as stipulated in the Statute/Ordinance of the individual Institution concerned and offered by Dr BR Ambedkar University, Agra.","Master’s Degree holders satisfying the criteria stipulated under Clause 2 above.Candidates who have cleared the M.Phil. course work with at least 55% marks in aggregate or its equivalent grade 'B' in the UGC 7-point scale (or an equivalent grade in a point scale wherever grading system is followed) and successfully completing the M.Phil. Degree shall be eligible to proceed to do research work leading to the Ph. D. Degree in the same Institution in an integrated program. A relaxation of 5% of marks, from 55% to 50%, or an equivalent relaxation of grade, may be allowed for those belonging to SC/ST/OBC(non-creamy layer)/differently-abled and other categories of candidates as per the decision of the Commission from time to time.A person whose M.Phil. the dissertation has been evaluated and the viva voce is pending may be admitted to the Ph.D. program of the same Institution.Candidates possessing a Degree considered equivalent to M.Phil. Degree of an Indian Institution, from a  Foreign Educational  Institution accredited by an Assessment and  Accreditation  Agency which is approved, recognized or authorized by an authority, established or incorporated under a law in its home country or any other statutory authority in that country for the purpose of assessing,  accrediting or assuring quality and standards of educational institutions,  shall be eligible for admission to the Ph.D. program.",N/A,N/A,N/A
"Adarsh Mahavidyala, Omerga",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsh-mahavidyala-omerga/msc-botany-course,"M.Sc Botany at Adarsh Mahavidyala, Omerga Offline Course",N/A,Full time,24 Months,N/A,The candidate should have passed 10+2 Examination.,N/A,N/A,N/A
"Adarsh Mahavidyalaya, Jodhpur",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsh-mahavidyalaya-jodhpur/msc-physics-course,"M.Sc Physics at Adarsh Mahavidyalaya, Jodhpur Offline Course",N/A,Full time,24 Months,"Master of Science (M.Sc) in Physics is a full-time two-year postgraduate course offered by the Jai Narain Vyas University, Jodhpur.",The Candidate should get 48% marks in the aggregate in the qualifying Bachelor's Degree.* B.Sc. in the subjects concerned for the purpose of admission to M.Sc. classes.The qualifying Bachelor's Degree means a Degree in the 10+2+3 Pattern of this University or any other University recognized as equivalent to the Bachelor's degree of this University.,Admission shall be made on the basis of merit.,N/A,N/A
"AMMB - Adarsh Mahila Mahavidyalaya, Bhiwani",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsh-mahila-mahavidyalaya-bhiwani/msc-mathematics-course,M.Sc Mathematics at AMMB Offline Course,N/A,Full time,24 Months,"Master of Science (M.Sc) in Mathematics is a full-time two-year postgraduate course offered by the Ch Bansi Lal University, Bhiwani.","B.A./B.Sc. (Hons.) in Mathematics / B.A. or B.Sc. Pass with Mathematics as one of the main Subject with atleast 50% marks in aggregate or any other examination recognized by CBLU, Bhiwani as equivalent thereto.",N/A,N/A,80
"Adarsh Mahila Shikshak Prashikshan College, Churu",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsh-mahila-shikshak-prashikshan-college-churu/msc-chemistry-course,"M.Sc Chemistry at Adarsh Mahila Shikshak Prashikshan College, Churu Offline Course",N/A,Full time,24 Months,"Master of Science (M.Sc) in Chemistry is a full-time two-year postgraduate course offered by the Maharaja Ganga Singh University, Bikaner.",A candidate who has passed a Bachelor's degree of 3 years duration (B.Sc. or equivalent) under 10+2+3 pattern from any recognized university.,N/A,N/A,N/A
"Adarsh Shikshan Prasarak Mandal's KT Patil College of Engineering and Technology, Osmanabad",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsh-shikshan-prasarak-mandals-kt-patil-college-of-engineering-and-technology-osmanabad/mtech-water-resource-engineering-course,"M.Tech Water Resource Engineering at Adarsh Shikshan Prasarak Mandal's KT Patil College of Engineering and Technology, Osmanabad Offline Course",N/A,Full time,24 Months,"Master of Technology (M.Tech) in Water Resource Engineering is a two-year full-time postgraduate program recognized by All India Council for Technical Education (AICTE) and offered by the Dr Babasaheb Ambedkar Marathwada University, Aurangabad.",Passed Bachelor’s Degree or equivalent in the relevant field. Obtained at least 50% marks (45% marks in case of candidates belonging to reserved category) in the qualifying Examination.,N/A,N/A,18
"Adesh Institute of Medical Sciences and Research, Bathinda",N/A,3.5/5,3 Reviews,N/A,https://www.careers360.com/colleges/adesh-institute-of-medical-sciences-and-research-bathinda/ms-general-surgery-course,"MS General Surgery at Adesh Institute of Medical Sciences and Research, Bathinda Offline Course",N/A,Full time,36 Months,"Master of Surgery in General Surgery is three-year full-time postgraduate course, offered by Adesh University, Bathinda with approval by NMC.",Candidates must possess recognised degree of MBBS (or its equivalent recognised degree).,The admission shall be on the basis of NEET PG entrance exam.,NEET PG,10
"Adesh Medical College and Hospital, Kurukshetra",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adesh-medical-college-and-hospital-kurukshetra/ms-general-surgery-course,"MS General Surgery at Adesh Medical College and Hospital, Kurukshetra Offline Course",N/A,Full time,36 Months,"Master of Surgery (M.S.) in General Surgery is a three-year full-time postgraduate course, offered by Pandit Bhagwat Dayal Sharma University of Health Sciences, Rohtak with the approval of the National Medical Council (NMC).",Candidates must possess a recognized degree of MBBS (or its equivalent recognized degree).,Admissions to the MS course will be done through National Eligibility Cum Entrance Test Post Graduate (NEET-PG Exam).,N/A,5
"Adesh University, Bathinda",N/A,4.2/5,5 Reviews,N/A,https://www.careers360.com/colleges/adesh-institute-of-medical-sciences-and-research-bathinda/ms-general-surgery-course,"MS General Surgery at Adesh Institute of Medical Sciences and Research, Bathinda Offline Course",N/A,Full time,36 Months,"Master of Surgery in General Surgery is three-year full-time postgraduate course, offered by Adesh University, Bathinda with approval by NMC.",Candidates must possess recognised degree of MBBS (or its equivalent recognised degree).,The admission shall be on the basis of NEET PG entrance exam.,NEET PG,10
"Adharsh Vidhyalaya Arts and Science College for Women, Erode",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adharsh-vidhyalaya-arts-and-science-college-for-women-erode/msc-mathematics-course,"M.Sc Mathematics at Adharsh Vidhyalaya Arts and Science College for Women, Erode Offline Course",N/A,Full time,24 Months,"Master of Science (M.Sc) in Mathematics is a full-time two-year postgraduate course offered by Bharathiar University, Coimbatore.",A candidate who has passed a Bachelor's degree of three years duration (B.Sc. or equivalent) under 10+2+3 pattern from any recognized university.,N/A,N/A,N/A
"Adhiparasakthi College of Arts and Science, Vellore",N/A,3.5/5,2 Reviews,N/A,https://www.careers360.com/colleges/adhiparasakthi-college-of-arts-and-science-vellore/mca-course,"MCA at Adhiparasakthi College of Arts and Science, Vellore Offline Course",N/A,Full time,24 Months,"Master of Computer Application (MCA) is a two years full-time course postgraduate offered by Thiruvalluvar University, Vellore and approved by All India Council for Technical Education (AICTE).",Passed BCA/ Bachelor Degree in Computer Science Engineering or equivalent Degree. OR Passed B.Sc./ B.Com./ B.A. with Mathematics at 10+2 level or at Graduation Level (with additional bridge Courses as per the norms of the concerned University). Obtained at least 50% marks (45% marks in case of candidates belonging to reserved category) in the qualifying Examination.,N/A,N/A,60
"Adhiparasakthi College of Nursing, Kancheepuram",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adhiparasakthi-college-of-nursing-kancheepuram/msc-community-health-nursing-course,"M.Sc Community Health Nursing at Adhiparasakthi College of Nursing, Kancheepuram Offline Course",N/A,Full time,24 Months,"Master of Science (M.Sc) in Community Health Nursing is a two-year full-time program that is the postgraduate level in the nursing course offered by Tamil Nadu Dr MGR Medical University, Chennai and approved by Indian Nursing Council (INC).",The candidate should be a Registered Nurse and Registered midwife or equivalent with any State Nursing Registration Council.The  Minimum education requirements shall be the passing of: B.Sc.  Nursing/B.Sc. Hons. Nursing/Post Basic B.Sc. Nursing with minimum of  55% aggregate marks.The candidate should have undergone in B.Sc. Nursing / B.Sc. Hons. Nursing / Post Basic B.Sc. Nursing.Minimum one year of work experience after Basic B.Sc. Nursing.Minimum one year of work experience prior or after Post Basic B.Sc. Nursing.,N/A,N/A,8
"Adhiparasakthi College of Physiotherapy, Kancheepuram",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adhiparasakthi-college-of-physiotherapy-kancheepuram/mpt-course,"MPT Neurology at Adhiparasakthi College of Physiotherapy, Kancheepuram Offline Course",N/A,Full time,24 Months,"Master in Physiotherapy (MPT) in Neurology is a 2-years full-time course offered by Tamil Nadu Dr. MGR Medical University, Chennai, and approved by IAP.",Male and Female candidates are eligible to apply.Candidates should have passed the B.P.T degree program from a recognized university.,Candidates can get admitted through the Government or management quota as per the rules framed by the Tamilnadu state government.,N/A,N/A
"Adhiparasakthi Engineering College, Kancheepuram",N/A,3.3/5,5 Reviews,N/A,https://www.careers360.com/colleges/adhiparasakthi-engineering-college-kancheepuram/mca-course,"MCA at Adhiparasakthi Engineering College, Kancheepuram Offline Course",N/A,Full time,36 Months,"Master of Computer Application is three years (6 Semesters) full-time Postgraduate program in the Computer field Offered by Anna University, Chennai. and Approved by AICTE.",Should be a pass in any recognized Bachelor’s Degree of Minimum 3 years duration in any discipline with Mathematics at 10 + 2 School level.(or)Should be pass in any recognized Bachelor’s Degree of Minimum 3 years duration in any discipline with Mathematics as one of the subjects.,"Candidates want Admission for PG Programmes must have to write the Entrance Exam and apply for authorities.Government Quota - TANCETManagement Quota - The Principal, Adhiparasakthi Engineering College/Secretary, Consortium of self-financing professional, Arts & Science College in Tamil Nadu.",TANCET,60
"Adhiyamaan College of Engineering, Hosur",N/A,3.9/5,17 Reviews,N/A,https://www.careers360.com/colleges/adhiyamaan-college-of-engineering-hosur/mca-course,"MCA at Adhiyamaan College of Engineering, Hosur Offline Course",N/A,Full time,24 Months,"Masters of Computer Applications is two years full-time course. Degree offered by Anna University, Chenna and approved by AICTE.",A pass in a recognised Bachelor’s degree of minimum 3 years duration with mathematics at 10+2 level or at Graduate level and obtained at least 50 % (45 % in the case of candidates belonging to reserved category) in the qualifying degree examinations.10+2+3/4 years Pattern. (or)10+3 years diploma + 3 years Pattern. (or)(i)  10+2+AMIE. (or) (ii) 10+3 years diploma (awarded by the State Board of Technical Education) + AMIE.,The selection based on TANCET entrance exam.,TANCET,60
"Adhiyaman Arts and Science College for Women, Krishnagiri",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adhiyaman-arts-and-science-college-for-women-krishnagiri/mca-course,"MCA at Adhiyaman Arts and Science College for Women, Krishnagiri Offline Course",N/A,Full time,24 Months,"Master of Computer Applications (MCA) is a full-time two-year postgraduate degree course offered by the Periyar University, Salem.",Passed BCA/ Bachelor Degree in Computer Science Engineering or equivalent Degree. OR Passed B.Sc./ B.Com./ B.A. with Mathematics at 10+2 Level or at Graduation Level (with additional bridge Courses as per the norms of the concerned University). Obtained at least 50% marks (45% marks in case of candidates belonging to the reserved category) in the qualifying Examination.,N/A,N/A,N/A
"Adhunik Institute of Education and Research, Meerut",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adhunik-institute-of-education-and-research-meerut/msc-biotechnology-course,"M.Sc Biotechnology at Adhunik Institute of Education and Research, Meerut Offline Course",N/A,Full time,24 Months,"Master of Science (M.Sc) in Biotechnology is a full-time two-year postgraduate course offered by Chaudhary Charan Singh University, Meerut.",The Candidate must have passed candidate who has passed Bachelor's degree of 3 years duration (B.Sc. or equivalent) under the 10+2+3 pattern from any recognized university.,N/A,N/A,60
"Adhyapak Shikshan Mandal's CH Chaudhari Arts, SG Patel Commerce and Babaji BJ Patel Science College, Taloda",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adhyapak-shikshan-mandals-ch-chaudhari-arts-sg-patel-commerce-and-babaji-bj-patel-science-college-taloda/msc-botany-course,"M.Sc Botany at Adhyapak Shikshan Mandal's CH Chaudhari Arts, SG Patel Commerce and Babaji BJ Patel Science College, Taloda Offline Course",N/A,Full time,24 Months,"Master of Science (M.Sc) in Botany is a full-time two-year postgraduate course offered by the Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon.",A candidate who has passed a Bachelor's degree of 3 years duration (B.Sc. or equivalent) under 10+2+3 pattern from any recognized university.,N/A,N/A,N/A
